team_name,category,model,livery,championship_names,livery_id,model_folder
Eurofarma RC,StockCar99,Chevrolet Omega Stock Car 1999,JF Racing - Ingo Hoffmann #1,Stock Car Brasil (1999),51,stock_omega
Wokin Garra Racing,StockCar99,Chevrolet Omega Stock Car 1999,One Energy Racing - Aloysio Andrade #77,Stock Car Brasil (1999),67,stock_omega
Wokin Garra Racing,StockCar99,Chevrolet Omega Stock Car 1999,Giuseppe Vecchi #88,Stock Car Brasil (1999),68,stock_omega
RCM Motorsport,StockCar99,Chevrolet Omega Stock Car 1999,NASCAR Motorsport - Marcelo Tedesco #91,Stock Car Brasil (1999),69,stock_omega
RCM Motorsport,StockCar99,Chevrolet Omega Stock Car 1999,Carlos Neto #0,Stock Car Brasil (1999),70,stock_omega
Wokin Garra Racing,StockCarV8,Chevrolet Cruze Stock Car 2019,CIMED Racing - C.Bueno #00,Stock Car Brasil (2010),51,stock_cruze
Wokin Garra Racing,StockCarV8,Chevrolet Cruze Stock Car 2019,CIMED Racing - F.Fraga #88,Stock Car Brasil (2010),52,stock_cruze
Ipiranga Racing,StockCarV8,Chevrolet Cruze Stock Car 2019,Ipiranga Racing - B.Figueiredo #3,Stock Car Brasil (2010),53,stock_cruze
Ipiranga Racing,StockCarV8,Chevrolet Cruze Stock Car 2019,Ipiranga Racing - T.Camilo #21,Stock Car Brasil (2010),54,stock_cruze
TMG Racing,StockCarV8,Chevrolet Cruze Stock Car 2019,Prati-Donaduzzi Racing - J.Campos #4,Stock Car Brasil (2010),55,stock_cruze
TMG Racing,StockCarV8,Chevrolet Cruze Stock Car 2019,Prati-Donaduzzi Racing - V.Brito #77,Stock Car Brasil (2010),56,stock_cruze
Cavaleiro Sports,StockCarV8,Chevrolet Cruze Stock Car 2019,Cavaleiro Sports - D.Navarro #5,Stock Car Brasil (2010),57,stock_cruze
Cavaleiro Sports,StockCarV8,Chevrolet Cruze Stock Car 2019,Cavaleiro Sports - F.Lapenna #110,Stock Car Brasil (2010),58,stock_cruze
Pole Motorsport,StockCarV8,Chevrolet Cruze Stock Car 2019,Hot Car Competicoes - R.Suzuki #8,Stock Car Brasil (2010),59,stock_cruze
Pole Motorsport,StockCarV8,Chevrolet Cruze Stock Car 2019,Hot Car Competicoes - P.Cardoso #143,Stock Car Brasil (2010),60,stock_cruze
Vogel Motorsport,StockCarV8,Chevrolet Cruze Stock Car 2019,Vogel Motorsport - G.Lima #9,Stock Car Brasil (2010),61,stock_cruze
Vogel Motorsport,StockCarV8,Chevrolet Cruze Stock Car 2019,Vogel Motorsport - L.Foresti #12,Stock Car Brasil (2010),62,stock_cruze
KTF Racing,StockCarV8,Chevrolet Cruze Stock Car 2019,Shell V-Power - R.Zonta #10,Stock Car Brasil (2010),63,stock_cruze
KTF Racing,StockCarV8,Chevrolet Cruze Stock Car 2019,Shell V-Power - A.Abreu #51,Stock Car Brasil (2010),64,stock_cruze
Scuderia Chiarelli,StockCarV8,Chevrolet Cruze Stock Car 2019,Shell Helix Ultra - G.di Mauro #11,Stock Car Brasil (2010),65,stock_cruze
Scuderia Chiarelli,StockCarV8,Chevrolet Cruze Stock Car 2019,Shell Helix Ultra - G.Osman #28,Stock Car Brasil (2010),66,stock_cruze
Blau Motorsport,StockCarV8,Chevrolet Cruze Stock Car 2019,Blau Motorsport - A.Khodair #18,Stock Car Brasil (2010),67,stock_cruze
Blau Motorsport,StockCarV8,Chevrolet Cruze Stock Car 2019,Blau Motorsport - C.Ramos #30,Stock Car Brasil (2010),68,stock_cruze
Eurofarma RC,StockCarV8,Chevrolet Cruze Stock Car 2019,Eurofarma RC - D.Serra #29,Stock Car Brasil (2010),69,stock_cruze
Eurofarma RC,StockCarV8,Chevrolet Cruze Stock Car 2019,Eurofarma RC - R.Mauricio #90,Stock Car Brasil (2010),70,stock_cruze
Full Time Bassani,StockCarV8,Chevrolet Cruze Stock Car 2019,Full Time Sports - N.Piquet Jr #33,Stock Car Brasil (2010),71,stock_cruze
Full Time Bassani,StockCarV8,Chevrolet Cruze Stock Car 2019,Full Time Sports - R.Barrichello #111,Stock Car Brasil (2010),72,stock_cruze
RCM Motorsport,StockCarV8,Chevrolet Cruze Stock Car 2019,RCM - B.Baptista #44,Stock Car Brasil (2010),73,stock_cruze
RCM Motorsport,StockCarV8,Chevrolet Cruze Stock Car 2019,RCM - M.Wilson #65,Stock Car Brasil (2010),74,stock_cruze
KTF Sports,StockCarV8,Chevrolet Cruze Stock Car 2019,KTF Sports - D.Nunes #70,Stock Car Brasil (2010),75,stock_cruze
KTF Sports,StockCarV8,Chevrolet Cruze Stock Car 2019,KTF Sports - M.Gomes #80,Stock Car Brasil (2010),76,stock_cruze
Crown Racing,StockCarV8,Chevrolet Cruze Stock Car 2019,Crown Racing - G.Casagrande #83,Stock Car Brasil (2010),77,stock_cruze
Crown Racing,StockCarV8,Chevrolet Cruze Stock Car 2019,Crown Racing - M.Colleta #177,Stock Car Brasil (2010),78,stock_cruze
Cavaleiro Sports,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,Cavaleiro Sports - D.Navarro #5,Stock Car Brasil (2020),53,stock_cruze_20
Cavaleiro Sports,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,Cavaleiro Sports - M.Gomes #80,Stock Car Brasil (2020),54,stock_cruze_20
TMG Racing,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,Lubrax Podium - J.Campos #4,Stock Car Brasil (2020),52,stock_cruze_20
TMG Racing,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,Crown Racing - G.Lusquinos #22,Stock Car Brasil (2020),62,stock_cruze_20
Scuderia Chiarelli,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,Shell V-Power - G.Di Mauro #11,Stock Car Brasil (2020),56,stock_cruze_20
Scuderia Chiarelli,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,Shell V-Power - G.Osman #28,Stock Car Brasil (2020),57,stock_cruze_20
KTF Racing,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,KTF Sports - V.Genz #46,Stock Car Brasil (2020),66,stock_cruze_20
KTF Racing,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,KTF Sports - L.Foresti #12,Stock Car Brasil (2020),59,stock_cruze_20
Blau Motorsport,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,Blau Motorsport - A.Khodair #18,Stock Car Brasil (2020),60,stock_cruze_20
Blau Motorsport,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,Blau Motorsport - D.Nunes #70,Stock Car Brasil (2020),61,stock_cruze_20
Eurofarma RC,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,Eurofarma RC - D.Serra #29,Stock Car Brasil (2020),63,stock_cruze_20
Eurofarma RC,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,Eurofarma RC - R.Mauricio #90,Stock Car Brasil (2020),64,stock_cruze_20
Pole Motorsport,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,RXMM - P.Cardoso #43,Stock Car Brasil (2020),65,stock_cruze_20
Pole Motorsport,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,Hot Car Competicoes - T.Antoniazi #54,Stock Car Brasil (2020),67,stock_cruze_20
Vogel Motorsport,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,MotorFast Racing - R.Barbosa #55,Stock Car Brasil (2020),68,stock_cruze_20
Vogel Motorsport,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,MX Piquet Sports - S.Jimenez #73,Stock Car Brasil (2020),69,stock_cruze_20
Wokin Garra Racing,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,AMM - G.Lima #9,Stock Car Brasil (2020),55,stock_cruze_20
Wokin Garra Racing,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,AMM - G.Casagrande #83,Stock Car Brasil (2020),70,stock_cruze_20
KTF Sports,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,KTF Sports - G.Salas #85,Stock Car Brasil (2020),71,stock_cruze_20
KTF Sports,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,KTF Sports - V.Baptista #120,Stock Car Brasil (2020),72,stock_cruze_20
Crown Racing,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,Crown Racing - C.Bueno #0,Stock Car Brasil (2020),51,stock_cruze_20
Crown Racing,StockCarV8_2020,Chevrolet Cruze Stock Car 2020,Crown Racing - B.Monteiro #188,Stock Car Brasil (2020),73,stock_cruze_20
RCM Motorsport,StockCarV8_2020,Toyota Corolla Stock Car 2020,RCM Motorsport - R.Zonta #10,Stock Car Brasil (2020),52,stock_corolla
RCM Motorsport,StockCarV8_2020,Toyota Corolla Stock Car 2020,RCM Motorsport - B.Baptista #44,Stock Car Brasil (2020),57,stock_corolla
Ipiranga Racing,StockCarV8_2020,Toyota Corolla Stock Car 2020,Ipiranga Racing - T.Camilo #21,Stock Car Brasil (2020),53,stock_corolla
Ipiranga Racing,StockCarV8_2020,Toyota Corolla Stock Car 2020,Ipiranga Racing - C.Ramos #30,Stock Car Brasil (2020),54,stock_corolla
MOBIL ALE,StockCarV8_2020,Toyota Corolla Stock Car 2020,Full Time Sports - R.Barrichello #111,Stock Car Brasil (2020),58,stock_corolla
MOBIL ALE,StockCarV8_2020,Toyota Corolla Stock Car 2020,Full Time Sports - M.Rossi #117,Stock Car Brasil (2020),59,stock_corolla
Full Time Bassani,StockCarV8_2020,Toyota Corolla Stock Car 2020,Full Time Bassani - R.Suzuki #8,Stock Car Brasil (2020),51,stock_corolla
Full Time Bassani,StockCarV8_2020,Toyota Corolla Stock Car 2020,Full Time Bassani - N.Piquet Jr #33,Stock Car Brasil (2020),55,stock_corolla
TMG Racing,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,Lubrax Podium - J.Campos #4,Stock Car Brasil (2021),52,stock_cruze_21
TMG Racing,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,Lubrax Podium - F.Massa #91,Stock Car Brasil (2021),53,stock_cruze_21
Cavaleiro Sports,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,Cavaleiro Sports - D.Navarro #5,Stock Car Brasil (2021),54,stock_cruze_21
Cavaleiro Sports,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,Cavaleiro Sports - M.Gomes #80,Stock Car Brasil (2021),55,stock_cruze_21
Vogel Motorsport,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,Vogel Motorsport - G.Lima #9,Stock Car Brasil (2021),56,stock_cruze_21
Vogel Motorsport,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,Vogel Motorsport - G.Casagrande #83,Stock Car Brasil (2021),72,stock_cruze_21
KTF Sports,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,KTF Sports - G.Di Mauro #11,Stock Car Brasil (2021),57,stock_cruze_21
KTF Sports,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,KTF Sports - L.Foresti #12,Stock Car Brasil (2021),58,stock_cruze_21
Blau Motorsport,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,Blau Motorsport - C.Hahn #16,Stock Car Brasil (2021),59,stock_cruze_21
Blau Motorsport,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,Blau Motorsport - A.Khodair #18,Stock Car Brasil (2021),60,stock_cruze_21
Scuderia Chiarelli,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,Shell V-Power - G.Osman #28,Stock Car Brasil (2021),63,stock_cruze_21
Scuderia Chiarelli,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,Shell V-Power - A.Abreu #51,Stock Car Brasil (2021),64,stock_cruze_21
Eurofarma RC,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,Eurofarma RC - D.Serra #29,Stock Car Brasil (2021),65,stock_cruze_21
Eurofarma RC,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,Eurofarma RC - R.Mauricio #90,Stock Car Brasil (2021),66,stock_cruze_21
KTF Racing,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,KTF Sports - P.Cardoso #43,Stock Car Brasil (2021),68,stock_cruze_21
KTF Racing,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,KTF Sports - G.Salas #85,Stock Car Brasil (2021),69,stock_cruze_21
Pole Motorsport,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,Hot Car New Gen - T.Antoniazi #54,Stock Car Brasil (2021),70,stock_cruze_21
Pole Motorsport,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,Hot Car New Gen - F.Lapenna #110,Stock Car Brasil (2021),71,stock_cruze_21
Crown Racing,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,Crown Racing - G.Lusquinos #22,Stock Car Brasil (2021),62,stock_cruze_21
Crown Racing,StockCarV8_2021,Chevrolet Cruze Stock Car 2021,Crown Racing - B.Monteiro #88,Stock Car Brasil (2021),73,stock_cruze_21
RCM Motorsport,StockCarV8_2021,Toyota Corolla Stock Car 2021,RCM Motorsport - R.Zonta #10,Stock Car Brasil (2021),52,stock_corolla_21
RCM Motorsport,StockCarV8_2021,Toyota Corolla Stock Car 2021,RCM Motorsport - B.Baptista #44,Stock Car Brasil (2021),57,stock_corolla_21
Ipiranga Racing,StockCarV8_2021,Toyota Corolla Stock Car 2021,Ipiranga Racing - T.Camilo #21,Stock Car Brasil (2021),53,stock_corolla_21
Ipiranga Racing,StockCarV8_2021,Toyota Corolla Stock Car 2021,Ipiranga Racing - C.Ramos #30,Stock Car Brasil (2021),54,stock_corolla_21
Wokin Garra Racing,StockCarV8_2021,Toyota Corolla Stock Car 2021,MX Piquet Sports - N.Piquet Jr #33,Stock Car Brasil (2021),55,stock_corolla_21
Wokin Garra Racing,StockCarV8_2021,Toyota Corolla Stock Car 2021,MX Piquet Sports - S.Jimenez #73,Stock Car Brasil (2021),59,stock_corolla_21
Full Time Bassani,StockCarV8_2021,Toyota Corolla Stock Car 2021,Full Time Bassani - T.Kanaan #48,Stock Car Brasil (2021),58,stock_corolla_21
Full Time Bassani,StockCarV8_2021,Toyota Corolla Stock Car 2021,Full Time Bassani - R.Suzuki #8,Stock Car Brasil (2021),51,stock_corolla_21
MOBIL ALE,StockCarV8_2021,Toyota Corolla Stock Car 2021,Full Time Sports - R.Barrichello #111,Stock Car Brasil (2021),60,stock_corolla_21
MOBIL ALE,StockCarV8_2021,Toyota Corolla Stock Car 2021,Full Time Sports - M.Rossi #117,Stock Car Brasil (2021),61,stock_corolla_21
Crown Racing,StockCarV8_2022,Chevrolet Cruze Stock Car 2022,Crown Racing - C.Bueno #0,Stock Car Pro Series (2022),51,stock_cruze_22
Crown Racing,StockCarV8_2022,Chevrolet Cruze Stock Car 2022,Crown Racing - R.Baptista #3,Stock Car Pro Series (2022),52,stock_cruze_22
Wokin Garra Racing,StockCarV8_2022,Chevrolet Cruze Stock Car 2022,Lubrax Podium - J.Campos #4,Stock Car Pro Series (2022),54,stock_cruze_22
Wokin Garra Racing,StockCarV8_2022,Chevrolet Cruze Stock Car 2022,Lubrax Podium - F.Massa #19,Stock Car Pro Series (2022),55,stock_cruze_22
Cavaleiro Sports,StockCarV8_2022,Chevrolet Cruze Stock Car 2022,Cavaleiro Sports - D.Navarro #5,Stock Car Pro Series (2022),56,stock_cruze_22
Cavaleiro Sports,StockCarV8_2022,Chevrolet Cruze Stock Car 2022,Cavaleiro Sports - M.Gomes #80,Stock Car Pro Series (2022),57,stock_cruze_22
KTF Sports,StockCarV8_2022,Chevrolet Cruze Stock Car 2022,KTF Sports - G.Di Mauro #11,Stock Car Pro Series (2022),58,stock_cruze_22
KTF Sports,StockCarV8_2022,Chevrolet Cruze Stock Car 2022,KTF Sports - L.Foresti #12,Stock Car Pro Series (2022),59,stock_cruze_22
KTF Racing,StockCarV8_2022,Chevrolet Cruze Stock Car 2022,KTF Sports - G.Salas #85,Stock Car Pro Series (2022),60,stock_cruze_22
KTF Racing,StockCarV8_2022,Chevrolet Cruze Stock Car 2022,KTF Sports - F.Baptista #121,Stock Car Pro Series (2022),61,stock_cruze_22
Blau Motorsport,StockCarV8_2022,Chevrolet Cruze Stock Car 2022,Blau Motorsport - A.Khodair #18,Stock Car Pro Series (2022),62,stock_cruze_22
Blau Motorsport,StockCarV8_2022,Chevrolet Cruze Stock Car 2022,Blau Motorsport - D.Nunes #70,Stock Car Pro Series (2022),63,stock_cruze_22
Vogel Motorsport,StockCarV8_2022,Chevrolet Cruze Stock Car 2022,Shell V-Power - G.Osman #28,Stock Car Pro Series (2022),64,stock_cruze_22
Vogel Motorsport,StockCarV8_2022,Chevrolet Cruze Stock Car 2022,Shell V-Power - A.Abreu #51,Stock Car Pro Series (2022),65,stock_cruze_22
Eurofarma RC,StockCarV8_2022,Chevrolet Cruze Stock Car 2022,Eurofarma RC - D.Serra #29,Stock Car Pro Series (2022),66,stock_cruze_22
Eurofarma RC,StockCarV8_2022,Chevrolet Cruze Stock Car 2022,Eurofarma RC - R.Mauricio #90,Stock Car Pro Series (2022),67,stock_cruze_22
Pole Motorsport,StockCarV8_2022,Chevrolet Cruze Stock Car 2022,Hot Car Competicoes - T.Antoniazi #54,Stock Car Pro Series (2022),68,stock_cruze_22
Pole Motorsport,StockCarV8_2022,Chevrolet Cruze Stock Car 2022,Hot Car Competicoes - F.Lapenna #110,Stock Car Pro Series (2022),69,stock_cruze_22
Full Time Bassani,StockCarV8_2022,Toyota Corolla Stock Car 2022,Full Time Bassani - T.Kanaan #6,Stock Car Pro Series (2022),51,stock_corolla_22
Full Time Bassani,StockCarV8_2022,Toyota Corolla Stock Car 2022,Full Time Bassani - R.Suzuki #8,Stock Car Pro Series (2022),52,stock_corolla_22
RCM Motorsport,StockCarV8_2022,Toyota Corolla Stock Car 2022,RCM Motorsport - R.Zonta #10,Stock Car Pro Series (2022),53,stock_corolla_22
RCM Motorsport,StockCarV8_2022,Toyota Corolla Stock Car 2022,RCM Motorsport - B.Baptista #44,Stock Car Pro Series (2022),57,stock_corolla_22
Ipiranga Racing,StockCarV8_2022,Toyota Corolla Stock Car 2022,Ipiranga Racing - T.Camilo #21,Stock Car Pro Series (2022),54,stock_corolla_22
Ipiranga Racing,StockCarV8_2022,Toyota Corolla Stock Car 2022,Ipiranga Racing - C.Ramos #30,Stock Car Pro Series (2022),55,stock_corolla_22
TMG Racing,StockCarV8_2022,Toyota Corolla Stock Car 2022,Motul TMG Racing - N.Piquet Jr #33,Stock Car Pro Series (2022),56,stock_corolla_22
TMG Racing,StockCarV8_2022,Toyota Corolla Stock Car 2022,AMM Vogel - M.Rossi #117,Stock Car Pro Series (2022),62,stock_corolla_22
Scuderia Chiarelli,StockCarV8_2022,Toyota Corolla Stock Car 2022,Scuderia CJ - S.Jimenez #73,Stock Car Pro Series (2022),58,stock_corolla_22
Scuderia Chiarelli,StockCarV8_2022,Toyota Corolla Stock Car 2022,Scuderia CJ - B.Monteiro #88,Stock Car Pro Series (2022),59,stock_corolla_22
MOBIL ALE,StockCarV8_2022,Toyota Corolla Stock Car 2022,Full Time Sports - G.Petecof #101,Stock Car Pro Series (2022),60,stock_corolla_22
MOBIL ALE,StockCarV8_2022,Toyota Corolla Stock Car 2022,Full Time Sports - R.Barrichello #111,Stock Car Pro Series (2022),61,stock_corolla_22
KTF Sports,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,KTF Sports - C.Bueno #0,Stock Car Pro Series (2023),51,stock_cruze_23
KTF Sports,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,KTF Sports - R.Baptista #3,Stock Car Pro Series (2023),52,stock_cruze_23
TMG Racing,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,Lubrax Podium TMG - J.Campos #4,Stock Car Pro Series (2023),53,stock_cruze_23
TMG Racing,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,Lubrax Podium TMG - F.Massa #19,Stock Car Pro Series (2023),54,stock_cruze_23
Cavaleiro Sports,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,Cavaleiro Sports - D.Navarro #5,Stock Car Pro Series (2023),55,stock_cruze_23
Cavaleiro Sports,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,Cavaleiro Sports - M.Gomes #80,Stock Car Pro Series (2023),56,stock_cruze_23
Pole Motorsport,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,POLE Motorsport - R.Suzuki #8,Stock Car Pro Series (2023),57,stock_cruze_23
Pole Motorsport,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,POLE Motorsport - A.Abreu #51,Stock Car Pro Series (2023),58,stock_cruze_23
Wokin Garra Racing,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,Hot Car Competicoes - G.Di Mauro #11,Stock Car Pro Series (2023),59,stock_cruze_23
Wokin Garra Racing,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,Hot Car Competicoes - L.Kohl #95,Stock Car Pro Series (2023),60,stock_cruze_23
Vogel Motorsport,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,AMM Vogel - L.Foresti #12,Stock Car Pro Series (2023),61,stock_cruze_23
Vogel Motorsport,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,AMM Vogel - G.Casagrande #83,Stock Car Pro Series (2023),62,stock_cruze_23
Blau Motorsport,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,Blau Motorsport - A.Khodair #18,Stock Car Pro Series (2023),63,stock_cruze_23
Blau Motorsport,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,Blau Motorsport - F.Fraga #74,Stock Car Pro Series (2023),64,stock_cruze_23
Eurofarma RC,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,Eurofarma RC - D.Serra #29,Stock Car Pro Series (2023),65,stock_cruze_23
Eurofarma RC,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,Eurofarma RC - R.Mauricio #90,Stock Car Pro Series (2023),66,stock_cruze_23
KTF Racing,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,KTF Racing - G.Salas #85,Stock Car Pro Series (2023),67,stock_cruze_23
KTF Racing,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,KTF Racing - F.Baptista #121,Stock Car Pro Series (2023),68,stock_cruze_23
RCM Motorsport,StockCarV8_2023,Toyota Corolla Stock Car 2023,RCM Motorsport - R.Zonta #10,Stock Car Pro Series (2023),52,stock_corolla_23
RCM Motorsport,StockCarV8_2023,Toyota Corolla Stock Car 2023,RCM Motorsport - B.Baptista #44,Stock Car Pro Series (2023),53,stock_corolla_23
Ipiranga Racing,StockCarV8_2023,Toyota Corolla Stock Car 2023,Ipiranga Racing - T.Camilo #21,Stock Car Pro Series (2023),54,stock_corolla_23
Ipiranga Racing,StockCarV8_2023,Toyota Corolla Stock Car 2023,Ipiranga Racing - C.Ramos #30,Stock Car Pro Series (2023),55,stock_corolla_23
Crown Racing,StockCarV8_2023,Toyota Corolla Stock Car 2023,Crown Racing - E.Elias #28,Stock Car Pro Series (2023),56,stock_corolla_23
Crown Racing,StockCarV8_2023,Toyota Corolla Stock Car 2023,Crown Racing - N.Piquet Jr #33,Stock Car Pro Series (2023),57,stock_corolla_23
Scuderia Chiarelli,StockCarV8_2023,Toyota Corolla Stock Car 2023,Scuderia Chiarelli - R.Teixeira #37,Stock Car Pro Series (2023),58,stock_corolla_23
Scuderia Chiarelli,StockCarV8_2023,Toyota Corolla Stock Car 2023,Scuderia Chiarelli - S.Jimenez #73,Stock Car Pro Series (2023),59,stock_corolla_23
MOBIL ALE,StockCarV8_2023,Toyota Corolla Stock Car 2023,MOBIL ALE - E.Barrichello #91,Stock Car Pro Series (2023),60,stock_corolla_23
MOBIL ALE,StockCarV8_2023,Toyota Corolla Stock Car 2023,MOBIL ALE - R.Barrichello #111,Stock Car Pro Series (2023),61,stock_corolla_23
Full Time Bassani,StockCarV8_2023,Toyota Corolla Stock Car 2023,Full Time Sports - G.Petecof #101,Stock Car Pro Series (2023),62,stock_corolla_23
Full Time Bassani,StockCarV8_2023,Toyota Corolla Stock Car 2023,Full Time Sports - M.Rossi #117,Stock Car Pro Series (2023),63,stock_corolla_23
KTF Racing,StockCarV8_2024,Chevrolet Cruze Stock Car 2024,KTF Racing - C.Bueno #0,Stock Car Pro Series,51,stock_cruze_24
KTF Racing,StockCarV8_2024,Chevrolet Cruze Stock Car 2024,KTF Sports - Z.Muggiati #38,Stock Car Pro Series,52,stock_cruze_24
KTF Sports,StockCarV8_2024,Chevrolet Cruze Stock Car 2024,KTF Sports - G.Salas #85,Stock Car Pro Series,53,stock_cruze_24
KTF Sports,StockCarV8_2024,Chevrolet Cruze Stock Car 2024,KTF Sports - M.Gomes #80,Stock Car Pro Series,54,stock_cruze_24
Pole Motorsport,StockCarV8_2024,Chevrolet Cruze Stock Car 2024,Pole Motorsport - J.Campos #4,Stock Car Pro Series,55,stock_cruze_24
Pole Motorsport,StockCarV8_2024,Chevrolet Cruze Stock Car 2024,Pole Motorsport - A.Abreu #51,Stock Car Pro Series,56,stock_cruze_24
TMG Racing,StockCarV8_2024,Chevrolet Cruze Stock Car 2024,TMG Racing - R.Suzuki #8,Stock Car Pro Series,57,stock_cruze_24
TMG Racing,StockCarV8_2024,Chevrolet Cruze Stock Car 2024,TMG Racing - F.Massa #19,Stock Car Pro Series,58,stock_cruze_24
Cavaleiro Sports,StockCarV8_2024,Chevrolet Cruze Stock Car 2024,Cavaleiro Sports - G.Di Mauro #11,Stock Car Pro Series,59,stock_cruze_24
Cavaleiro Sports,StockCarV8_2024,Chevrolet Cruze Stock Car 2024,Cavaleiro Sports - N.Piquet Jr. #33,Stock Car Pro Series,60,stock_cruze_24
Vogel Motorsport,StockCarV8_2024,Chevrolet Cruze Stock Car 2024,A.Mattheis Vogel - L.Foresti #12,Stock Car Pro Series,61,stock_cruze_24
Vogel Motorsport,StockCarV8_2024,Chevrolet Cruze Stock Car 2024,A.Mattheis Vogel - G.Casagrande #83,Stock Car Pro Series,62,stock_cruze_24
Blau Motorsport,StockCarV8_2024,Chevrolet Cruze Stock Car 2024,Blau Motorsport - A.Khodair #18,Stock Car Pro Series,63,stock_cruze_24
